title,company,link,date_listed,location,salary,remote,rating,easy_apply,description
Business Analyst,Crystal Stairs Inc.,https://www.indeed.com/rc/clk?jk=b2a64a793ea78010&fccid=9f03b692aa7cc7ae&vjs=3,Today,"Los Angeles, CA",None,None,2.4,None,"We are seeking a Business Analyst who can acts as liaison/proxy between Crystal Stairs Inc (CSI) personnel and CSI vendors/business associates for problem resolution and system enhancements. On an as needed basis, the Business Analyst will be assigned the role of Project Manager for CSI initiatives. Typical duties are comprised of, but are not limited to: project scope definition and development, analysis and documentation of business processes, business requirements, and System Specifications. In addition, the Business Analyst shall verify that developed or acquired solutions meet the specified business needs, and assist with the user acceptance testing and system implementation. Additional duties include the recommendation of improvements to CSI processes and procedures and support on Crystal Stairs' custom developed enterprise application (CC3). The ideal candidate will have the following responsibilities:
Understand CSI's Child Care Subsidy (CC3) software application and all software applications used by the Agency.
Understand all funding terms and conditions for all subsidy programs.
Provide user support, diagnosis system problems and perform basic administration tasks in support of CSI's Child Care Subsidy (CC3) software application.
Interact with vendors, external entities and staff to resolve system issues.
Act as internal consultant to functional areas.
Analyze and document business process and workflow, gather user requirements, and define specifications for systems development or acquisition.
Re-engineer business processes to improve efficiency.
Project Manager for assigned initiatives which include the responsibilities to plan, develop specific course of action, timeframes and deliverables; schedule, facilitate and lead meetings required to successfully implement projects, and to implement standardized project methodology.
Prepare and maintain documentation required to capture and communicate pertinent information and produce project deliverables.
Impart in-depth business knowledge to end users and project teams.
Evaluate developed or acquired solutions for optimal efficiency and best match for functional requirements.
Support team members throughout the project lifecycle.
Apply contractual requirements to operational processes and procedures.
Assist in design and implementation of user training programs.
Keep abreast of child care industry regulations and best practices.
Perform other duties as assigned.
EXPERIENCE, KNOWLEDGE, SKILLS AND ABILITIES YOU SHOULD POSSESS:
Bachelor's degree or minimum two (2) years equivalent work experience.
Project Management certification preferred.
Minimum of one year experience as a project lead implementing software applications as functional area proxy.
Four (4) years experience as a business analyst, preferably within a nonprofit environment
Must have knowledge of business process analysis, including process documentation, requirements gathering and specification definition.
Must be familiar with project management best practices (PMI) and business process re-engineering methodology.
Knowledge of child care services funding and contractual requirements is desired.

Crystal Stairs is committed to building and sustaining a diverse workforce and culture. As part of this commitment, Crystal Stairs provides equal opportunity in all of our employment practices, including selection, hiring, promotion, transfer, and compensation, to all qualified applicants and employees without regard to race, color, medical condition as defined by state law, ancestry, religion, sex, national origin, age, marital status, sexual orientation, gender, ethnic group identification, mental or physical disability, pregnancy, childbirth and related medical conditions, or any other legally protected status."
Business Systems Analyst - eero/Amazon,eero,https://www.indeed.com/rc/clk?jk=7a50c27dc6343507&fccid=8780743e496c163a&vjs=3,6 days ago,"San Francisco, CA",None,None,4.5,Easily apply,"Overview of eero:
Wifi is the foundation of the modern home. Without it, nothing works. eero, an Amazon company, is the first company to deliver a whole home WiFi experience using mesh technology, ensuring there isn't a home layout or connected device we can't handle. Fixing connectivity is, however, just the start. We're working on the building blocks of the smart home by designing our own hardware, enabling it with powerful software, and tying it all together to the cloud. A home that anticipates our needs, takes care of us and our families, keeps us safe and healthy, and saves money and energy.
Overview of the Sales Operations role:
Sales Operations is a critical function at eero, working closely with the Sales, Finance, Manufacturing and Operations teams to ensure seamless go-to-market and beyond. You will be responsible for sales planning, strategy, operations and analytics across our retail and B2B channels. This is a highly strategic and visible role in which you will have a high degree of autonomy and outsized impact. Sales Operations is part of the broader Business Operations team at eero. This role will report to the Head of Business Operations.
What you will drive:
Sales Strategy & Execution:
Define strategy and execution for new market entry (the why and the how)
Implement initiatives to increase conversion and velocity of our pipeline
Sales Analytics:
Streamline sales data and definitions across channels to improve our reporting
Create KPIs and dashboards for various audiences (i.e. sales team, eero/Amazon leadership)
Build and own sales forecasting across channels
Sales Systems:
Evaluate quality and scalability of current sales systems and where appropriate, implement new systems
Maintain our CRM
Sales Process:
Bring rigor and organization to the weekly, monthly and quarterly sales meetings and reports
Create and document our sales processes, and train/onboard team members
Cross-functional projects (examples):
Work on streamlining pricing across channels
Assist the supply chain team to increase inventory visibility for sales team
Basic qualifications:
Bachelor's degree
5+ years of work experience in analytically driven roles at start-ups, consulting, i-banking, and/or PE/VC
Familiarity with sales & marketing tech stack (CRM, marketing automation tools etc.)
Familiarity with BI tools (Looker, Tableau etc.)
Comfort and patience in dealing with ambiguous situations
A beginner's mindset
Preferred qualifications:
Technology/hardware industry exposure"
Senior Business Systems Analyst,Impac Mortgage Corp.,https://www.indeed.com/rc/clk?jk=ded2612bad0de84d&fccid=b61b8092388d0efd&vjs=3,7 days ago,"Irvine, CA",None,None,3.4,None,"JOB SUMMARY:
The Senior Business Systems Analyst will act as the bridge between businesses and technology, working with various business stakeholders to capture user stories and requirements and translating those requirements into functional and technical specification. He or she will coordinate the evaluation and analysis of internal and third party applications, inclusive of the Empower and Encompass Loan Origination Systems as well as ancillary application, as they pertain to business processes within the organization, working with users to re-engineer their business processes for improvements in productivity and efficiency. He or she will also coordinate application maintenance activities and manage projects in accordance with the organization’s systems development life cycle.
ESSENTIAL RESPONSIBILITIES:
Coordinate Business Analysis, Application Support and Implementation
Lead cross functional teams to meet application maintenance objectives, milestones and timelines
Act as a liaison between users and the Application Delivery Team by planning and conducting the analysis of complex business processes and business applications
Coordinate the documentation and tracking of application issues with cross functional teams and external vendors as necessary
Coordinate the gathering of user requirements by working with user groups to resolve issues, assess user needs, and recommend changes that improve productivity and efficiencies within existing applications
Coordinate the analysis of business requirements, including the identification of business objectives, use cases and business rules
Coordinate Functional Requirements and Specifications Documentation
Identify and document the functional requirements necessary to address business objectives, use cases and business rules.
Identify, design and document system specifications including user interfaces, system navigation, interfaces to external applications, security, reporting and data conversion.
Coordinate Quality Assurance Testing
Coordinate the development of test plans and use cases to facilitate testing
Coordinate and support beta/user acceptance testing programs
Coordinate Documentation and Training
Comply with documentation requirements as outlined in Impac's Systems Development Policy and Procedure
Participate in the creation of user documentation as per company guidelines and policies/procedures.
Coordinate the development, coordination and delivery of training to internal and external users as necessary to facilitate roll-out of applications
EXPERIENCE REQUIREMENTS:
5+ years of professional experience in the business or software development and implementation, or systems consulting
Mortgage lending experience is required
LOS experience is required
CRM experience is required
EDUCATION AND CERTIFICATION REQUIREMENTS:
Bachelor’s degree in IT or a related field is preferred"
IT Business Analyst - CPO,Federal Reserve Bank of San Francisco,https://www.indeed.com/rc/clk?jk=3dfd5b7e113f7891&fccid=930b1e7129637954&vjs=3,30+ days ago,"San Francisco, CA 94105 (South Beach area)",None,None,4.1,None,"IT Business Analyst - CPO-265425
Federal Reserve Bank of San Francisco
Primary Location CA-San Francisco
Full-time / Part-time Full-time
Employee Status Regular
Overtime Status Exempt
Job Type Experienced
Travel Yes, 10 % of the Time
Shift Day Job
Job Sensitivity Tier II - No Credit Check
The Federal Reserve Bank of San Francisco has an excellent opportunity for a proven IT Business Analyst to join our CPO family. Would you enjoy being a member of a very collaborative, engaged team that has national impact to the cash business function? Do you love working on a wide variety of products? If so, we wish to hear from you!

The Cash Product Office (CPO) of the San Francisco Federal Reserve Bank is responsible for the strategic direction and national support for Federal Reserve Cash Services (FedCash® Services). The CPO provides operational guidance and technology strategies for U.S. currency and coin supplied to depository institutions by the 12 Federal Reserve Banks. CPO employees demonstrate our core values – Community, Service, Expertise, Resiliency, and Curiosity - in how we work and interact with each other, and our broader community. From the words we use, to how we make our financial decisions, we incorporate our values in how we show up every day.

National Cash Automation (NCA) is the CPO’s software development and support team that is responsible for developing, maintaining, and improving the Federal Reserve System’s cash operations suite of applications.
As a Business Analyst/Sr. Business Systems Analyst in NCA you will conduct business process analysis, needs assessments, and preliminary cost/benefits analyses in an effort to align information technology solutions with business initiatives. Here you will provide project management support to project managers with general supervision, monitor progress of system projects, and provide project statuses. You may also prepare functional, system and program specifications and assist in implementation of systems, as well as participate in System projects or workgroups.

Highlights of Responsibilities:
You will be responsible for producing technical systems documentation including: business requirements, functional specifications, user requirements, traceability matrix, risks, project schedules, and implementation plans.
You will communicate with both technical and business users to understand requirements and translate into technical specification when necessary.
Use your experience and knowledge of software development and software architecture best-practices to assist the development team during the execution phase of the project.
You may assist in the analysis of defects and enhancements to resolve severity and priority as well as overall validity.
You will participate in project execution (budget, schedule, risks, quality, meeting minutes, deliverables, etc.) to deliver the desired outcome to the project`s partners.
Report statuses to project management staff while managing expectations of project deliverables.
Help us ensure that project activities are completed in accordance with applicable Federal Reserve standards, such as Technology Project Standards (TPS) and CPO Application Development.
You will maintain project artifacts in electronic repository per department policies/practices.
Qualifications:
Bachelor’s degree in computer science, information technology or any technical related field, or equivalent work experience.
IT Business Analyst typically requires a minimum of two years of related business analyst experience.
Ability to bridge the business/IT divide in a way that establishes rapport and gains understanding.
Possess a good understanding of business requirement development and analysis including: use cases, functional specifications, user interface specifications, etc.
Strong oral and written communication skills.
Strong troubleshooting and analytical skills.
Ability to recommend (and implement at the higher level) project activities and/or modifications of project activities in support of the project or program.
Strong teamwork, initiative, critical thinking, multitasking, and time management skills.
Ability to influence successfully in a highly matrix or virtual organization.
U.S. Citizenship or a Green Card holder with the intent to become a U.S. Citizen required.

Preferred Skills:
Agile experience.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment.

At the Federal Reserve Bank of San Francisco we believe in the diversity of our people, ideas, and experiences and are committed to building an inclusive culture that is representative of the communities we serve. The Federal Reserve Bank of San Francisco is an Equal Opportunity Employer."
Business Intelligence Analyst,California Institute of Technology,https://www.indeed.com/rc/clk?jk=b9334ab45f9838ae&fccid=3f13ab783077a3af&vjs=3,6 days ago,"Pasadena, CA 91125 (South area)",None,None,4.1,None,"Business Intelligence Analyst

Caltech
Job Category: Fulltime Regular
Exempt Overtime Eligible: Exempt
Benefits Eligible: Benefit Based

Caltech is a world-renowned science and engineering institute that marshals some of the world's brightest minds and most innovative tools to address fundamental scientific questions. We thrive on finding and cultivating talented people who are passionate about what they do. Join us and be a part of the diverse Caltech community.

Job Summary
Under general supervision, reporting to the Director of Maintenance Management, the facilities Business Intelligence Analyst contributes to the success of the organization through business process mapping, process optimization, performance measurements, integration of best practices for operations and capital programs, financial analysis, and reporting of metrics.

Interacts with management, shop supervisors, project managers and leaders of every service and administrative unit in Facilities. The Business Intelligence Analyst will perform material management strategic sourcing support as needed by the department. The ideal candidate is expected to design and coordinate business intelligence reporting throughout the Facilities business units and support the optimization of the departments planning & scheduling functions. The candidate will coordinate communications and outreach efforts throughout the Facilities department and the campus community via the department website and institute marketing and communications channels.

Job Duties
Author of complex reports and dashboards
Consult with management and\or BI team to clarify program intent, identify problems, and determine the extent of programming and coding needed
Measure and report customer satisfaction; optimize customer service processes
Develop and track key performance indicators for the facilities maintenance program
Analyze maintenance operations financial data to help ensure resources are appropriately allocated and budgets are aligned with requirements
Support the asset management program through total-cost-of-ownership analysis
Support business process mapping and process improvement
Analyze alignment of facilities management practices with sustainable operations
Prepare and regularly update standard reports related to facilities operations & and maintenance, capital programs, and capital projects
Develop Business Intelligence metrics for Facilities service optimization
Prepare briefings and presentation materials
Responsible for submitting and following through with support tickets to fix bugs or problems with the application
Perform other duties as assigned

Basic Qualifications
BA/BS degree from an accredited college or university
5 or more years of relevant business intelligence analyst experience
Proficient with Power Point, Outlook, Excel, Visio, and Data Warehouse/BI tool
Excellent verbal and written communication skills with the ability to articulate technical objectives and processes to myriad audiences

Preferred Qualifications
3 or more years of experience with Business Intelligence/Data Warehouse tools and applications
Experience working with IWMS or CMMS scheduling systems
Experience with maintenance operations business practices
Experience with process design and implementation
Experience with procurement practices, strategic sourcing and value chain operations
Knowledge of AiM IWMS
Proficient with Pentaho

Required Documents
Resume
EEO Statement
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity, or national origin, disability status, protected veteran status, or any other characteristic protected by law.

Caltech is a VEVRAA Federal Contractor.

To read more Equal Employment Opportunity (EEO) go to https://www.eeoc.gov/employers/upload/eeoc_self_print_poster.pdf.
Disability Accommodations
If you would like to request an accommodation in completing this application, interviewing, or otherwise participating in the employee selection process, please direct your inquiries to Caltech Recruiting at employment@caltech.edu.
To be considered for this position please visit our web site and apply on line at the following link: https://hr.caltech.edu/work/job_openings

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.

Copyright 2017 Jobelephant.com Inc. All rights reserved.

Posted by the FREE value-added recruitment advertising agency



jeid-71cf2c5897dc524f849209c340bfea05"
Guidewire Business Analyst,Veear Projects,https://www.indeed.com/company/Veear-Projects/jobs/Guidewire-Business-Analyst-8d206f82a41c2d4e?fccid=2fea3f11b311c71f&vjs=3,1 day ago,"San Francisco, CA (Financial District area)",$50 - $80 an hour,None,None,Easily apply,"Guidewire business analyst
Excellent communication skills
Job Type: Contract
Pay: $50.00 - $80.00 per hour
Schedule:
Monday to Friday
Experience:
guidewire business analysis: 3 years (Required)
Education:
Bachelor's (Preferred)
Location:
San Francisco, CA (Required)
Work authorization:
United States (Preferred)
Contract Length:
1 year
Work Location:
One location
Company's website:
https://veearprojects.com/
Company's Facebook page:
https://veearprojects.com/
Work Remotely:
No"
IT Business Analyst - ERP,"Harbor Freight Tools USA, Inc.",https://www.indeed.com/rc/clk?jk=86bcdd4a5b1294e1&fccid=a7d753b47700722f&vjs=3,14 days ago,"Calabasas, CA",None,None,3.3,None,"The IT Business Analyst is responsible for business and systems analysis functions supporting his/her assigned applications. The IT Business Analyst applies proven analytical, communication and problem-solving skills to help maximize the benefit of IT investments, turning functional business requirements into effectively designed solutions. This includes gathering and analyzing data in support of business cases, leading system projects for business units, building systems requirements, providing application support, and managing external software vendors.

Duties and Responsibilities

Oversee the daily performance and operation of enterprise-level software applications
Perform the following duties: budgeting, quality control, research, purchasing of assets or software, contract negotiation and management
Act as a liaison between technology teams, support teams, business units, and senior management
Collaborate with project managers, solutions architects and project sponsors to determine project scope and how to execute multiple projects
Meet with decision makers, systems owners, and end users to define business requirements, and systems goals, and identify and resolve systems issues
Document functional business requirement and interpret into system designs
Analyze and determine root-cause for reported system issues
Conduct research into on emerging application development software products, languages, and standards in support of procurement and development efforts
Utilize standard templates to accurately and concisely write requirement and functional specifications
Review and analyze the effectiveness and efficiency of existing systems and develop strategies for improving or further leveraging these systems
Prepare and deliver reports, recommendations, or alternatives that address existing and potential problem areas in IT systems across the organization
Collaborate in the planning, design, development, and deployment of new applications, and enhancements to existing applications
Coordinate and perform in-depth tests, including system, integration, and customer acceptance, for modified and new systems, and other post-implementation support
Manage and track the status of requirements throughout the project lifecycle; enforce and redefine as necessary
Work independently on projects and analysis
Maintain reference documentation for audit purposes
Perform other duties as assigned
Regular attendance is required

Scope

Staff supervision and development — None
Decision making- Provides data for decision support, consultation and advice, assists with planning business objectives
Travel – As Needed
Location— Corporate HQ"
Business Systems Analyst,H2 Performance Consulting,https://www.indeed.com/rc/clk?jk=1cc1d7b16e52bba6&fccid=e26388c1e2a22dd7&vjs=3,7 days ago,"San Diego, CA 92118",None,None,4.3,None,"H2 Performance Consulting is subject to the Vietnam Era Veteran's Readjustment Assistance Act as a Federal Contractor and is an Equal Opportunity/Affirmative Action Employer and strives to build a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status or disability status. Additionally, as mandated under Executive order 12989, H2 is required to verify employment eligibility of selected candidates through the Department of Labor’s - E-Verify.

H2 Performance Consulting (H2) is seeking a Business Process Analyst. The Business Process Analyst will provide support organizing and sharing information, developing training materials, and reviewing all Program documentation.

The Business Process Analyst responsibilities will include:
Review of PMW270 documentation (e.g., Charter, Standard Operating Procedures, Communications Strategy, Development Documents, Templates) for grammar, style, comprehensibility, clarity, and compliance
Collaborate to establish core objectives and target-state goals
Collaborate to conduct assessments, provide evaluation, and make recommendations for changes to create returns on investments and improvements
Conduct a baseline assessment in order to define a map and schedule for how we reach the target-state goals and objectives
Conduct interviews, gather metrics, information and insights from all available information sources, and collaborate to develop a baseline business assessment
Provide clear understanding on how the Program Office functions, and provide recommendations for changes that may be possible to make improvements
Develop the Business Process Management Implementation Plan, and supporting Standard Operating Procedures (SOPs)
Provide requirements and recommendations to develop and implement supporting tools and process enablers
Develop training materials, guides, and instructor-led training materials for a technical audience

Required Qualifications:
Bachelor’s degree or equivalent related experience
>3 years of experience in Information Technology (IT)
Familiarity with ITSM best practices
Familiarity with ServiceNow
Strong coordination, organization, teaming, and communication abilities
Demonstrably strong writing proficiency
Successfully presents technical information to technical audiences and executive audiences
Proficiency in Microsoft Office applications, particularly Word, Excel, Visio, and PowerPoint

Qualified candidates may submit their resume to the career section of our company website at http://www.h2pc.com. All resumes will be reviewed within 5 business days and those candidates we wish to further in the application process will be contacted via email/phone to schedule initial phone screens."
Business Systems Analyst,WARNER PACIFIC INSURANCE,https://www.indeed.com/rc/clk?jk=95e48c091985da05&fccid=d2e4f6423ddd5517&vjs=3,10 days ago,"Westlake Village, CA 91361",None,None,3.8,Easily apply,"Job Summary:
Serves as liaison between the business community and the IT organization to provide sound technology and process solutions that align with business strategies and meet user needs. Leads / participates in the Requirements Management Process within the context of the System Development Lifecycle (SDLC). Maintains communication, manages expectations, and acts as main point of contact for business units regarding potential changes and questions throughout the SDLC process.
Overview of Responsibilities:
Work closely with various Business Partners to understand their operations and needs, to perform gap analysis, and to identify improvement opportunities.
Translate business needs into technical specifications and manages changes to such specifications. Document/diagram functional and technical process flows and requirements.
Coordinate among various technical and business groups to propose technical / process solutions, make recommendations for product enhancements, develop mockups / prototypes and other artifacts as necessary, assess and communicate the effort and duration to deliver the solutions.
Facilitate communication between business unit and IT from initial requirements to final implementation to ensure alignment and commitment.
Participation in Sprint Planning, Daily Scrum, Sprint Review, and Sprint Retrospective ceremonies.
Lead status meetings, reviews, Work Breakdown Sessions and Walkthrough Sessions. Participate in technical coordination meetings.
Communicate risks and issues to IT management and Project Manager.
Assist with resolution and mitigation of risk and issues.
Prepare user, administration, and system application documentation and training materials for features delivered: including walkthroughs, written materials, video, and UAT.
Qualifications:
Bachelor’s Degree in Computer Science, Information Systems, Business Administration, or other related field.
3+ years of working experience, with demonstrated ability to understand complex business processes and ability to work with diverse stakeholders, preferably in the Insurance or Finance domain of the public sector.
Experience in an Agile organization using Scrum framework preferred.
Received some level of training/familiarity with Agile methods
Have experience with writing and de-composing User Stories/Acceptance Criteria to communicate requirements.
Strong analytical and problem solving skills with the ability to work independently and identify creative solutions to business process and data challenges.
Excellent written, oral communications and interpersonal skills.
Exposure to the following artifacts: wireframes, process flows, use cases, user stories.
Proficiency in Microsoft Office.
A motivated self-starter and a quick learner."
Business Systems Analyst : 20-02755,Akraya Inc.,https://www.indeed.com/rc/clk?jk=e3af988620f8fafa&fccid=474b9602e1305593&vjs=3,7 days ago,"Santa Clara, CA 95054",None,None,3.7,None,"Primary Skills: Business Analysis, Product Management, AML softwares
Duration: 6 Months (Possible Extension)
Contract Type: W2

Job Description:
Business Systems Analysis knowledge in Agile framework & Agile tools
Have worked in the capacity of Product Owner/Product Lead/Product Analyst
Hands on experience in drafting Map & Gap analysis, Workflows & Wireframes, User Stories/Business Requirements, UAT, SQL queries, Data Mapping, Deployment plan, Business Roll Back plan, Change Management, Training.
Hands on experience in Jira, Confluence, OFSAA KYC Engine, OFSAA ECM, Fircosoft, Bottomline, SAS AML alert engine.
Flexibility/availability to work with global teams spread across Global Time Zones & support weekend deployments on deployment nights/days.
To follow up with any questions, please contact Khushbu at 408-512-2361

Akraya is an award-winning IT staffing firm and the staffing partner of choice for many leading companies across the US. We offer comprehensive benefits including Health Insurance (medical, dental, and vision), Cafeteria Plan (HSA, FSA, and dependent care), 401(k) (enrollment subject to eligibility), and Sick Pay (varies based on city and state laws).

If this position is not quite what you're looking for, visit akraya.com and submit a copy of your resume. We will get to work finding you a job that is a better fit at one of our many amazing clients.

Akraya is committed to equal treatment and opportunity in all aspects of recruitment, selection, and employment without regard to gender, race, religion, national origin, ethnicity, disability, gender identity/expression, sexual orientation, veteran or military status, or any other category protected under the law. Akraya is an equal opportunity employer; committed to a community of inclusion, and an environment free from discrimination, harassment, and retaliation."
Programmer Analyst II - MSO Business Intelligence,Keck Medical Center of USC,https://www.indeed.com/rc/clk?jk=962309e6a2c5348e&fccid=2e5243142d98319d&vjs=3,5 days ago,"Alhambra, CA",None,None,4.0,None,"Develops web applications using programming languages such as PHP, JavaScript, and SQL. Interviews customers to understand needs and design specifications. Follows design specifications to code, test, debug, install, document, and maintain web applications. Creates database tables, views, and stored procedures to support web applications. Develops new and enhanced functionality for web applications. Prepares code documentation in support of program development. Performs work of moderate complexity and handles most activities under general supervision of more experienced programming staff.

Minimum Education: • Minimum of High School Diploma, GED, or equivalent • Bachelor’s Degree required Minimum Experience/Knowledge: • Minimum three (3) years of relevant experience programming and documentation procedures, programming methods, program flow charts and operator instructions. • Knowledge of one or more appropriate computer languages. • Ability to present complex technical information to non-technical business users. • Good organization skills with ability to prioritize multiple activities in a rapidly changing environment Required License/Certification: • LA City Fire and Safety Certification, if position is required to travel to the hospital and/or work location is within LA City. If no certification upon hire, must be obtained within 30 days of hire and maintained by renewal before expiration date."
Business Analyst,CodeObjects,https://www.indeed.com/rc/clk?jk=9e1e4617eab5b4d1&fccid=ed9d2608340207ca&vjs=3,30+ days ago,"Milpitas, CA 95035",None,None,None,None,"The Business Analyst role is the entry path into Product Management. The Business Analyst evangelizes our game-changing solution, works closely with cross-functional groups to ensure smooth delivery of our award-winning software products. You will be an important member on the team that facilitates our client company’s move into managed services and eases them through the deployment process.

Your top priority is customer success. You are someone who loves problem solving and finding solutions to our client’s system limitations using thoughtful observation.
Responsibilites:
Establish professional relationships with clients to understand their business objectives.
Collaborate with customers during our software product implementation.
Collect business requirements, and write functional and technical specifications.
Support risk compliance issues, monitoring and reporting, and project management team.
Create and review mock-ups, Visio diagrams, and specifications.
Manage projects in a timely and professional manner across different functional groups.
Configure coverage, rules, and rating in Administration.
Extract business rules and perform analysis.
Configure product features and work flows."
Business-Systems-Analyst,Celandyne Software Solutions,https://www.indeed.com/rc/clk?jk=4a18a215a834cf0f&fccid=9f95445de55b4b50&vjs=3,30+ days ago,"Santa Clara, CA 95050",None,None,None,None,"Date of Posting:
04/25/2017
Terms:
C2C
Duration:
6+ months contract
Number of Positions Available:
1
Job Responsibilities:
Provide subject matter expertise on the existing West Virginia OSCAR application functionality
Provide requirements analysis & documentation
Develop user cases & user stories
Assist in development of OSCAR as is and to be documentation, including process flows
Assist with Functional Testing and User Acceptance Testing
Education and Experience:
Bachelor’s degree in computer science or equivalent relevant academic qualifications.
3-5 yrs experience with the West Virginia OSCAR application
Microsoft Word, Excel, Powerpoint
3-5 yrs Child Welfare or equivalent Health & Human Services program"
 Business Systems Analyst,Rrrootshell Technologies,https://www.indeed.com/rc/clk?jk=204c984ddf98890b&fccid=989e828cdd6331d8&vjs=3,30+ days ago,"Santa Clara, CA 95054","$141,000 a year",None,None,None,"Rootshell Enterprises Technologies, Inc. has job openings for Business Systems Analyst. Jobs located in Santa Clara, CA and various unanticipated locations throughout the U.S. Design application architecture to implement different business use cases. Gather business, system requirements, and develop business requirement documents (BRD). Translate business requirements into detailed functional requirement and non-functional requirements and designs. Develop functional specification documents, use cases, impact matrix, process diagrams, traceability matrices, and other project-level documentation. Facilitate walk-through sessions with business, developers, and QA engineers for functional and non-functional requirements. Run SQL queries to understand data flow for effective data mapping and for creating data flow diagrams to better understand the impact of the application. Implement new functionality through training sessions, demonstrations, and the development of appropriate documentation. Involve in risk analysis and risk management for creating and implementing documentation for technical team by providing support. Design systems and programs to remediate identified applications issues. Work with various technologies such as SQL and Oracle. Travel/relocate to various unanticipated locations throughout the U.S. for long and short term assignments at client sites. Requires Bachelor’s degree or foreign equivalent in Computer Science, Engineering (any), Business Administration, Management, Information Systems, or related and 2 years of experience in the job offered or as a Computer Software Professional. Will also accept 4 years of experience in the job offered or as a Computer Software Professional in lieu of Bachelor’s degree plus 2 years of experience. Offered salary $141,000. Mail resume with cover letter to Rootshell Enterprises Technologies, Inc., 4701 Patrick Henry Drive, Suite 1901, Santa Clara, CA 95054; Job 19RET03; EOE"
Sr. Business Analyst,GSR Business Services (P) Ltd,https://www.indeed.com/company/GSR-Business-Services-(P)-Ltd/jobs/Senior-Business-Analyst-b6b6c9e1339b5e22?fccid=0bc4db86ba5f64ce&vjs=3,1 day ago,"San Francisco, CA","$100,062 - $184,372 a year",Temporarily remote,None,Easily apply,"Position: Sr. Business Analyst
Location: San Francisco, CA (Remote Until post-COVID)
Duration: 6 Months with extension (Contract)
Top Things:
Electric operation
Electric generation interconnection
Multi-year complex project with software development
HM's comments:
Looking for a business analyst that has the following experience:
Electric Operation
Electric Generation Interconnection (solar)
Customer Experience with Electric operation (request for utility services)
Job Description:
Responsible for planning, scheduling and coordinating demand/supply management, business processes and/or manufacturing/delivery of products and services.
Partners with stakeholders to identify/implement opportunities for business process improvement to effectively manage costs, integrate new and existing businesses, and adapt to changes in the business and regulatory environment.
Leading and working with cross-functional teams, creates and implements plans that enable the execution of business strategies.
Participates in the process by which demand signals are developed, validated for alignment with transition plans, supply constraints identified, and an executable plan defined that meets financial and market share goals.
Roles and responsibilities:
Applies developed subject matter knowledge to solve common and complex business issues within established guidelines and recommends appropriate alternatives.
Works on problems/projects of diverse complexity and scope.
Exercises independent judgment within generally defined policies and practices to identify and select a solution.
May act as a team or project leader providing direction to team activities and facilitates information validation and team decision-making process.
Ability to handle most unique situations. May seek advice in order to make decisions on complex business issues. Required industry experience:
4 to 8 years as BA, preference for 5+ years in relevant industry
Strong experience with business IT applications
Experience with implementations, problem analysis and solutions for business applications.
Contract length: 12 months
Job Type: Contract
Pay: $100,062.00 - $184,372.00 per year
Schedule:
8 hour shift
Experience:
Business Analyst: 8 years (Required)
Electric Operation: 5 years (Required)
Electric generation interconnection: 2 years (Required)"
Business Analyst IV,Rose International,https://www.indeed.com/rc/clk?jk=5cad1510b3896ef9&fccid=452f7c452811dd03&vjs=3,Just posted,"Menlo Park, CA",None,None,3.8,None,"**C2C is not available**
**Only U.S. Citizens and those authorized to work in the U.S. can be considered as W2 candidates.**
Title: Business Analyst IV
Start: 11/30/2020
End: 05/28/2021
Location: Menlo Park, CA

Description:

Duties: Provide global operational support to the Customer Operations Supply Chain organization Engage with Business Operations and IT teams to resolve critical business production issues Provide functional support to Oracle Cloud Fusion Applications such as Order Management, Global Order Promising, Procurement, Logistics and Fulfillment Debug, analyze, engage and solve operational issues related to Order Promising, Fulfillment, Returns and Financial transactions
Skills: Must have experience with Oracle Cloud Supply Chain applications primarily Order Management (Knowledge of Global Order Promising or Oracle Transportation Management is a plus)Good knowledge of end-to-end business systems processes and flows Experience with functional knowledge supporting the business Excellent communication skills in engaging with business and internal and external partners
Keywords:
Education: Preferable experience in consumer electronics industry Bachelor''s degree in Computer Science or related disciplines MBA is an additional plus Skills and Experience:
Required Skills:"
